hh_id,person_id,is_head_of_household,married,gender,race,age,voted_in_2012,is_college_graduate
1685,3543,1,"Single","Male","White",32,0,0
1686,3544,1,"Single","Female","White",25,1,1
1687,3545,1,"Married","Female","White",26,1,0
1687,3546,0,"Married","M","Asian",31,1,1
1688,3547,1,"Single","Female","White",31,0,0
1688,3548,0,"Single","Male","White",31,0,1
1688,3549,0,"Single","Female","White",5,0,1
1688,3550,0,"Single","Male","White",4,0,1
1689,3551,1,"Single","Female","White",33,0,1
1689,3552,0,"Single","Male","White",30,1,1
1689,3553,0,"Single","Female","White",6,0,1
1690,3554,1,"Single","Female","White",30,0,1
1691,3555,1,"Single","Male","Asian",32,0,0
1692,3556,1,"Married","Female","Asian",34,0,0
1692,3557,0,"Married","Male","White",30,0,1
1692,3558,0,"Single","Female","Asian",3,0,1
1693,3559,1,"Single","Female","Asian",30,1,1
1693,3560,0,"Single","Male","White",32,0,1
1694,3561,1,"Single","Female","Asian",31,0,1
1694,3562,0,"Single","Male","White",30,1,0
1695,3563,1,"Single","Male","White",27,0,0
1696,3564,1,"Single","Female","White",33,1,1
1696,3565,0,"Single","Male","White",27,1,0
1697,3566,1,"Married","Female","White",31,1,1
1697,3567,0,"Married","Male","White",27,0,1
1698,3568,1,"Married","FEMALE","White",33,0,1
1698,3569,0,"Married","Male","Black",28,1,0
1698,3570,0,"Single","Male","White",4,0,1
1698,3571,0,"Single","Male","White",3,0,1
1699,3572,1,"Single","Male","Asian",31,0,1
1700,3573,1,"Married","Female","White",31,1,1
1700,3574,0,"Married","Male","White",28,0,1
1700,3575,0,"Single","Female","White",5,0,1
1701,3576,1,"Single","Female","White",25,0,1
1701,3577,0,"Single","Male","White",32,1,1
1701,3578,0,"Single","Female","White",5,0,1
1702,3579,1,"Single","Male","White",25,1,0
1703,3580,1,"Single","Female","White",33,0,0
1703,3581,0,"Single","Male","White",32,0,0
1704,3582,1,"Single","Male","White",27,1,0
1705,3583,1,"Single","Male","White",29,0,0
1706,3584,1,"Married","Female","Asian",25,1,1
1706,3585,0,"Married","Male","White",34,1,1
1707,3586,1,"Married","Female","White",29,1,1
1707,3587,0,"Married","Male","White",30,1,0
1707,3588,0,"Single","Male","White",2,0,1
1707,3589,0,"Single","Male","White",5,0,0
1708,3590,1,"Single","Female","White",32,1,0
1708,3591,0,"Single","M","White",29,1,1
1709,3592,1,"Single","Male","White",27,0,1
1710,3593,1,"Single","Male","White",30,1,1
1711,3594,1,"Single","Male","White",30,1,0
1712,3595,1,"Single","Female","White",32,1,1
1712,3596,0,"Single","Male","White",33,0,1
1712,3597,0,"Single","Male","White",3,0,0
1713,3598,1,"Single","Female","Asian",30,1,1
1713,3599,0,"Single","Male","White",27,0,0
1714,3600,1,"Single","Male","White",28,0,1
1715,3601,1,"Single","F","White",30,0,1
1715,3602,0,"Single","Male","Asian",32,0,1
1716,3603,1,"Single","Female","Black",26,1,1
1717,3604,1,"Single","FEMALE","White",32,0,1
1717,3605,0,"Single","Male","Black",30,0,0
1718,3606,1,"Single","Female","Asian",31,1,1
1718,3607,0,"Single","Male","White",31,1,0
1719,3608,1,"Single","F","Asian",31,0,1
1719,3609,0,"Single","Male","White",32,1,1
1720,3610,1,"Single","Female","White",28,0,1
1720,3611,0,"Single","Male","White",32,1,1
1720,3612,0,"Single","Male","White",7,0,0
1720,3613,0,"Single","Male","White",4,0,0
1721,3614,1,"Married","Female","White",30,0,0
1721,3615,0,"Married","Male","White",26,1,0
1721,3616,0,"Single","Male","White",7,0,0
1721,3617,0,"Single","Male","White",4,0,1
1722,3618,1,"Single","F","Asian",32,0,0
1722,3619,0,"Single","Male","Asian",26,1,0
1722,3620,0,"Single","Male","Asian",6,0,1
1723,3621,1,"Single","Female","White",29,0,0
1723,3622,0,"Single","Male","White",33,0,0
1724,3623,1,"Single","Male","Asian",34,1,0
1725,3624,1,"Single","Male","Asian",33,1,0
1726,3625,1,"Married","Female","Asian",26,1,1
1726,3626,0,"Married","Male","White",33,1,0
1726,3627,0,"Single","Male","Asian",2,0,0
1727,3628,1,"Single","F","White",26,0,1
1727,3629,0,"Single","Male","White",30,1,0
1727,3630,0,"Single","Female","White",2,0,1
1727,3631,0,"Single","Female","White",7,0,1
1728,3632,1,"Single","Male","White",31,0,1
1729,3633,1,"Single","Female","White",33,1,1
1729,3634,0,"Single","Male","White",33,0,1
1729,3635,0,"Single","Male","White",7,0,1
1729,3636,0,"Single","Female","White",3,0,0
1730,3637,1,"Single","Female","Asian",28,1,1
1730,3638,0,"Single","Female","Asian",3,0,1
1731,3639,1,"Single","Male","Asian",26,1,1
1732,3640,1,"Single","Female","White",34,0,1
1732,3641,0,"Single","Male","Black",25,0,0
1733,3642,1,"Married","Female","Asian",33,1,1
1733,3643,0,"Married","MALE","White",27,0,0
1734,3644,1,"Single","Female","White",31,1,1
1734,3645,0,"Single","Male","Black",33,1,0
1734,3646,0,"Single","Female","White",4,0,0
1734,3647,0,"Single","Male","White",4,0,1
1735,3648,1,"Married","Female","White",25,1,0
1735,3649,0,"Married","Male","Asian",31,0,0
1735,3650,0,"Single","Male","White",5,0,1
1736,3651,1,"Single","Female","White",26,0,1
1736,3652,0,"Single","Male","White",30,1,1
1737,3653,1,"Single","Male","White",34,1,1
1738,3654,1,"Single","Female","White",34,1,0
1738,3655,0,"Single","Male","White",27,0,1
1739,3656,1,"Single","Female","White",33,0,1
1739,3657,0,"Single","Male","White",31,0,1
1739,3658,0,"Single","Female","White",2,0,1
1740,3659,1,"Married","Female","White",28,1,1
1740,3660,0,"Married","Male","White",31,0,1
1740,3661,0,"Single","Female","White",7,0,1
1741,3662,1,"Single","Female","White",31,0,1
1741,3663,0,"Single","Male","White",33,1,0
1741,3664,0,"Single","FEMALE","White",3,0,1
1742,3665,1,"Married","Female","White",28,0,0
1742,3666,0,"Married","Male","White",29,0,1
1743,3667,1,"Single","Male","White",34,0,1
1744,3668,1,"Married","Female","Black",30,0,1
1744,3669,0,"Married","Male","Asian",29,0,0
1745,3670,1,"Married","Female","White",30,0,1
1745,3671,0,"Married","Male","Asian",32,0,1
1746,3672,1,"Single","Female","Asian",33,0,0
1746,3673,0,"Single","Male","Asian",25,0,1
1746,3674,0,"Single","Male","Asian",6,0,1
1747,3675,1,"Single","F","White",33,1,1
1747,3676,0,"Single","Female","White",3,0,0
1748,3677,1,"Single","Female","White",31,1,1
1748,3678,0,"Single","MALE","Asian",28,0,1
1748,3679,0,"Single","Male","White",5,0,0
1749,3680,1,"Single","Female","White",32,0,1
1749,3681,0,"Single","Male","White",28,1,0
1750,3682,1,"Single","Male","Asian",28,1,0
1751,3683,1,"Married","Female","Black",31,0,0
1751,3684,0,"Married","Male","White",25,1,1
1751,3685,0,"Single","FEMALE","Black",3,0,1
1751,3686,0,"Single","Female","Black",6,0,1
1752,3687,1,"Single","Male","White",34,0,1
1753,3688,1,"Single","Female","White",32,0,1
1754,3689,1,"Married","FEMALE","White",30,1,1
1754,3690,0,"Married","Male","Black",25,0,1
1755,3691,1,"Single","Female","White",31,0,0
1755,3692,0,"Single","Male","Asian",32,0,1
1756,3693,1,"Single","Female","Asian",28,0,1
1756,3694,0,"Single","Male","Asian",34,0,1
1756,3695,0,"Single","Male","Asian",2,0,1
1757,3696,1,"Single","Female","White",34,0,0
1757,3697,0,"Single","Male","White",26,1,1
1757,3698,0,"Single","F","White",7,0,0
1758,3699,1,"Married","Female","Asian",32,0,0
1758,3700,0,"Married","Male","White",28,1,0
1759,3701,1,"Single","Male","White",31,0,1
1760,3702,1,"Single","Female","White",30,1,1
1760,3703,0,"Single","Male","White",25,1,1
1761,3704,1,"Single","Female","White",30,0,1
1761,3705,0,"Single","Male","Asian",25,0,1
1761,3706,0,"Single","Female","White",6,0,0
1762,3707,1,"Single","Female","White",25,1,0
1762,3708,0,"Single","Male","White",29,0,1
1763,3709,1,"Single","Male","Asian",29,1,1
1763,3710,0,"Single","Male","Asian",4,0,0
1764,3711,1,"Married","Female","White",30,1,1
1764,3712,0,"Married","Male","Black",31,0,1
1764,3713,0,"Single","Male","White",2,0,0
1765,3714,1,"Married","FEMALE","White",34,1,1
1765,3715,0,"Married","Male","White",30,0,1
1766,3716,1,"Single","MALE","White",26,1,0
1767,3717,1,"Single","Female","White",32,1,1
1767,3718,0,"Single","Male","Asian",26,1,0
1768,3719,1,"Married","FEMALE","Asian",25,0,0
1768,3720,0,"Married","Male","Black",33,0,1
1769,3721,1,"Single","F","White",34,0,1
1769,3722,0,"Single","Male","White",34,0,0
1769,3723,0,"Single","Male","White",6,0,1
1770,3724,1,"Single","F","White",32,1,0
1770,3725,0,"Single","Male","White",26,0,1
1771,3726,1,"Single","Female","White",32,1,1
1771,3727,0,"Single","Male","White",34,0,1
1771,3728,0,"Single","Male","White",6,0,1
1771,3729,0,"Single","MALE","White",7,0,1
1772,3730,1,"Single","FEMALE","White",29,0,0
1773,3731,1,"Single","Male","Asian",30,0,1
1774,3732,1,"Married","Female","Asian",33,0,1
1774,3733,0,"Married","M","White",26,0,0
1775,3734,1,"Single","Female","Black",33,1,1
1775,3735,0,"Single","Female","Black",4,0,1
1776,3736,1,"Single","MALE","White",32,1,1
1777,3737,1,"Single","FEMALE","Black",33,1,1
1777,3738,0,"Single","Male","White",25,0,1
1777,3739,0,"Single","Female","Black",2,0,0
1778,3740,1,"Single","Female","White",31,0,1
1778,3741,0,"Single","Male","White",32,1,0
1779,3742,1,"Single","Male","White",32,1,1
1780,3743,1,"Married","Female","White",30,0,1
1780,3744,0,"Married","Male","White",32,0,1
1781,3745,1,"Single","Male","White",30,1,1
1782,3746,1,"Married","Female","White",25,1,1
1782,3747,0,"Married","Male","Black",26,1,1
1783,3748,1,"Single","Male","Asian",28,0,1
1784,3749,1,"Single","Female","White",33,0,1
1784,3750,0,"Single","Female","White",2,0,1
1784,3751,0,"Single","Female","White",7,0,1
1785,3752,1,"Single","Female","White",30,1,1
1785,3753,0,"Single","Male","Asian",32,1,1
1785,3754,0,"Single","Male","White",4,0,1
1786,3755,1,"Single","Female","Black",32,0,0
1786,3756,0,"Single","Male","White",33,0,1
1787,3757,1,"Married","Female","Asian",34,0,1
1787,3758,0,"Married","Male","White",25,1,1
1787,3759,0,"Single","Female","Asian",5,0,1
1788,3760,1,"Single","Female","Asian",30,1,1
1788,3761,0,"Single","Male","White",33,1,1
1788,3762,0,"Single","Female","Asian",3,0,0
1789,3763,1,"Single","Female","Asian",30,0,1
1789,3764,0,"Single","Male","White",29,0,1
1789,3765,0,"Single","FEMALE","Asian",5,0,0
1790,3766,1,"Single","Male","Asian",25,1,0
1791,3767,1,"Single","FEMALE","White",30,1,1
1791,3768,0,"Single","Male","White",34,1,1
1792,3769,1,"Single","F","White",28,0,1
1793,3770,1,"Single","Female","White",32,1,1
1793,3771,0,"Single","Male","White",31,0,1
1793,3772,0,"Single","Male","White",2,0,1
1794,3773,1,"Single","Male","White",33,1,0
1795,3774,1,"Single","Male","White",27,1,1
1796,3775,1,"Single","Female","White",33,1,0
1796,3776,0,"Single","Male","White",32,0,0
1797,3777,1,"Single","Male","White",25,1,0
1798,3778,1,"Single","MALE","Asian",31,0,0
1799,3779,1,"Married","Female","White",33,0,1
1799,3780,0,"Married","Male","Asian",33,0,1
1800,3781,1,"Married","Female","Asian",32,0,0
1800,3782,0,"Married","Male","Asian",27,0,0
1800,3783,0,"Single","Male","Asian",7,0,1
1801,3784,1,"Married","Female","White",26,0,1
1801,3785,0,"Married","Male","Asian",32,1,1
1801,3786,0,"Single","Female","White",2,0,1
1802,3787,1,"Single","Female","Asian",27,1,1
1803,3788,1,"Single","Female","White",29,1,0
1803,3789,0,"Single","Male","White",30,1,1
1803,3790,0,"Single","Male","White",2,0,1
1803,3791,0,"Single","Male","White",2,0,1
1804,3792,1,"Married","F","White",30,0,1
1804,3793,0,"Married","Male","White",30,0,1
1804,3794,0,"Single","Female","White",2,0,1
1805,3795,1,"Married","Female","White",26,0,0
1805,3796,0,"Married","Male","Black",32,1,1
1805,3797,0,"Single","Male","White",4,0,0
1805,3798,0,"Single","FEMALE","White",3,0,1
1806,3799,1,"Single","Male","White",34,1,0
1807,3800,1,"Single","Female","Asian",34,1,0
1807,3801,0,"Single","Male","Black",25,1,0
1808,3802,1,"Single","Female","White",34,1,1
1808,3803,0,"Single","Male","White",28,1,1
1809,3804,1,"Single","Male","White",30,0,0
1810,3805,1,"Single","Male","Black",31,0,0
1811,3806,1,"Married","Female","White",33,0,0
1811,3807,0,"Married","Male","White",30,1,1
1812,3808,1,"Single","Female","White",26,0,0
1812,3809,0,"Single","Male","White",27,0,0
1812,3810,0,"Single","Male","White",3,0,1
1813,3811,1,"Single","Female","White",30,0,1
1813,3812,0,"Single","Male","White",25,0,0
1813,3813,0,"Single","Male","White",2,0,1
1814,3814,1,"Single","Female","White",30,1,1
1814,3815,0,"Single","Male","Black",30,1,1
1814,3816,0,"Single","Male","White",5,0,1
1815,3817,1,"Married","Female","White",34,1,1
1815,3818,0,"Married","Male","White",29,1,1
1815,3819,0,"Single","Male","White",2,0,1
1816,3820,1,"Single","FEMALE","White",33,1,1
1816,3821,0,"Single","Male","White",25,0,0
1816,3822,0,"Single","F","White",6,0,0
1817,3823,1,"Single","Female","Asian",31,1,0
1817,3824,0,"Single","Male","White",28,0,1
1817,3825,0,"Single","Male","Asian",3,0,1
1818,3826,1,"Married","Female","White",29,1,1
1818,3827,0,"Married","MALE","Asian",33,0,1
1819,3828,1,"Single","Female","Asian",29,1,1
1819,3829,0,"Single","Male","White",33,0,1
1819,3830,0,"Single","Male","Asian",2,0,1
1820,3831,1,"Single","F","Asian",28,1,1
1820,3832,0,"Single","Male","Asian",31,1,0
1820,3833,0,"Single","Male","Asian",6,0,1
1821,3834,1,"Single","Male","Black",32,0,1
1822,3835,1,"Single","FEMALE","White",26,1,1
1822,3836,0,"Single","Male","White",32,1,1
1823,3837,1,"Single","Female","Black",28,1,1
1823,3838,0,"Single","Male","Black",28,1,1
1823,3839,0,"Single","Male","Black",6,0,1
1824,3840,1,"Married","Female","Asian",30,0,1
1824,3841,0,"Married","Male","White",31,0,0
1824,3842,0,"Single","Male","Asian",2,0,1
1825,3843,1,"Single","Male","White",32,0,1
1826,3844,1,"Single","Female","Asian",32,0,1
1826,3845,0,"Single","Male","White",34,1,0
1826,3846,0,"Single","Female","Asian",6,0,1
1826,3847,0,"Single","Male","Asian",6,0,1
1827,3848,1,"Single","Male","White",28,1,1
1828,3849,1,"Married","Female","Asian",33,1,1
1828,3850,0,"Married","Male","White",33,0,1
1829,3851,1,"Married","Female","White",33,0,1
1829,3852,0,"Married","Male","Asian",34,0,1
1830,3853,1,"Married","F","White",30,0,1
1830,3854,0,"Married","Male","White",32,0,1
1831,3855,1,"Single","Female","White",34,0,1
1831,3856,0,"Single","Male","Black",25,1,0
1832,3857,1,"Single","Male","White",33,0,1
1833,3858,1,"Single","MALE","Asian",31,0,1
1834,3859,1,"Single","Female","White",29,0,1
1834,3860,0,"Single","Male","White",33,1,1
1835,3861,1,"Single","Male","White",30,1,0
1836,3862,1,"Single","Male","Black",29,1,0
1837,3863,1,"Single","Male","White",30,0,1
1838,3864,1,"Single","Male","White",30,0,1
1839,3865,1,"Single","Male","White",34,1,1
1840,3866,1,"Married","Female","White",31,0,1
1840,3867,0,"Married","Male","White",25,1,1
1840,3868,0,"Single","FEMALE","White",5,0,1
1840,3869,0,"Single","F","White",6,0,1
1841,3870,1,"Single","Male","Asian",26,0,1
1842,3871,1,"Single","Female","Asian",30,0,1
1843,3872,1,"Single","Male","White",34,1,1
1843,3873,0,"Single","Male","White",4,0,1
1843,3874,0,"Single","Male","White",4,0,1
1844,3875,1,"Single","Female","White",29,0,0
1844,3876,0,"Single","Male","White",30,0,1
1844,3877,0,"Single","Female","White",2,0,1
1845,3878,1,"Single","Male","White",34,1,1
1845,3879,0,"Single","Male","White",3,0,1
1846,3880,1,"Single","Male","White",34,1,0
1847,3881,1,"Married","Female","White",27,0,0
1847,3882,0,"Married","Male","White",32,1,1
1848,3883,1,"Single","Male","Asian",34,1,1
1849,3884,1,"Married","Female","White",29,1,0
1849,3885,0,"Married","M","White",28,0,0
1850,3886,1,"Single","Female","White",30,1,1
1850,3887,0,"Single","Male","White",27,1,1
1851,3888,1,"Married","Female","Asian",31,0,0
1851,3889,0,"Married","Male","White",27,1,1
1852,3890,1,"Married","Female","White",34,0,1
1852,3891,0,"Married","Male","Asian",33,0,1
1852,3892,0,"Single","Male","White",5,0,0
1853,3893,1,"Single","Male","White",32,0,1
1854,3894,1,"Married","Female","White",34,0,0
1854,3895,0,"Married","M","White",27,1,0
1854,3896,0,"Single","Male","White",6,0,1
1855,3897,1,"Single","FEMALE","White",28,1,1
1855,3898,0,"Single","Male","White",34,1,0
1855,3899,0,"Single","Female","White",6,0,1
1855,3900,0,"Single","Female","White",6,0,1
1856,3901,1,"Single","Female","White",27,1,1
1856,3902,0,"Single","Male","Asian",27,1,0
1856,3903,0,"Single","Female","White",7,0,1
1857,3904,1,"Single","Male","White",31,1,1
1858,3905,1,"Married","Female","Asian",29,1,1
1858,3906,0,"Married","Male","Black",34,1,1
1859,3907,1,"Single","Male","Black",29,0,1
1860,3908,1,"Single","Female","White",34,0,0
1860,3909,0,"Single","Male","White",32,1,1
1861,3910,1,"Married","Female","White",31,1,1
1861,3911,0,"Married","Male","Asian",27,0,1
1861,3912,0,"Single","Male","White",6,0,1
1862,3913,1,"Single","FEMALE","White",31,0,1
1862,3914,0,"Single","Male","Black",30,0,0
1862,3915,0,"Single","Female","White",7,0,0
1863,3916,1,"Single","Female","White",34,0,1
1863,3917,0,"Single","Male","White",32,1,0
1864,3918,1,"Single","Female","White",28,1,1
1864,3919,0,"Single","Male","Black",30,1,0
1864,3920,0,"Single","Female","White",6,0,0
1865,3921,1,"Married","Female","Asian",32,0,1
1865,3922,0,"Married","Male","Asian",31,1,1
1865,3923,0,"Single","Male","Asian",5,0,1
1866,3924,1,"Married","F","White",30,1,1
1866,3925,0,"Married","Male","White",28,1,1
1867,3926,1,"Married","Female","Black",31,1,1
1867,3927,0,"Married","Male","White",34,1,0
1868,3928,1,"Single","Female","Asian",33,0,0
1868,3929,0,"Single","Male","White",33,1,1
1869,3930,1,"Single","Female","Asian",29,0,0
1869,3931,0,"Single","Male","White",29,1,0
1870,3932,1,"Single","F","Asian",31,0,1
1870,3933,0,"Single","Male","White",26,1,1
1871,3934,1,"Single","Female","Black",28,1,1
1871,3935,0,"Single","Male","White",30,1,1
1871,3936,0,"Single","Female","Black",6,0,1
1871,3937,0,"Single","Female","Black",3,0,1
1872,3938,1,"Single","F","White",34,0,1
1872,3939,0,"Single","Male","White",29,0,1
1873,3940,1,"Single","Male","Asian",34,0,0
1874,3941,1,"Married","Female","White",31,0,1
1874,3942,0,"Married","Male","White",27,1,1
1874,3943,0,"Single","Male","White",3,0,0
1875,3944,1,"Single","Male","Asian",28,0,1
1875,3945,0,"Single","Male","Asian",2,0,0
1875,3946,0,"Single","Male","Asian",5,0,1
1876,3947,1,"Single","Female","White",33,0,1
1876,3948,0,"Single","M","White",33,1,1
1876,3949,0,"Single","Male","White",4,0,1
1876,3950,0,"Single","Female","White",3,0,1
1877,3951,1,"Single","Male","White",28,1,1
1877,3952,0,"Single","Female","White",4,0,1
1878,3953,1,"Married","Female","Asian",27,1,1
1878,3954,0,"Married","Male","Asian",25,1,0
1879,3955,1,"Single","Female","White",34,0,1
1879,3956,0,"Single","Male","White",34,1,1
1879,3957,0,"Single","Female","White",5,0,1
1880,3958,1,"Married","Female","White",28,0,0
1880,3959,0,"Married","M","White",33,0,1
1881,3960,1,"Single","Female","White",31,1,1
1881,3961,0,"Single","Male","White",31,1,1
1881,3962,0,"Single","F","White",5,0,0
1882,3963,1,"Single","Female","White",31,0,0
1882,3964,0,"Single","Male","White",32,0,0
1882,3965,0,"Single","Male","White",5,0,0
1883,3966,1,"Single","Female","White",33,1,1
1883,3967,0,"Single","Male","White",28,0,1
1883,3968,0,"Single","Male","White",5,0,1
1883,3969,0,"Single","Male","White",3,0,1
1884,3970,1,"Single","Female","White",30,1,1
1885,3971,1,"Single","FEMALE","White",31,1,1
1885,3972,0,"Single","Male","White",31,1,1
1886,3973,1,"Single","Female","White",28,0,1
1886,3974,0,"Single","Male","White",30,0,1
1886,3975,0,"Single","Male","White",2,0,1
1886,3976,0,"Single","Female","White",3,0,1
1887,3977,1,"Single","Male","White",27,1,0
1888,3978,1,"Single","Male","White",30,1,1
1889,3979,1,"Single","Male","White",34,1,0
1890,3980,1,"Married","Female","White",26,0,1
1890,3981,0,"Married","Male","White",34,1,1
1891,3982,1,"Single","Male","White",34,0,1
1892,3983,1,"Single","Female","Asian",34,1,1
1893,3984,1,"Married","Female","White",30,0,1
1893,3985,0,"Married","Male","White",29,0,1
1893,3986,0,"Single","Male","White",2,0,0
1894,3987,1,"Married","Female","White",28,0,1
1894,3988,0,"Married","Male","White",26,0,1
1895,3989,1,"Single","Male","White",34,1,0
1896,3990,1,"Single","FEMALE","Asian",28,1,1
1896,3991,0,"Single","Male","Asian",32,1,1
1897,3992,1,"Single","Female","White",26,1,1
1897,3993,0,"Single","Male","White",25,1,0
1897,3994,0,"Single","Male","White",5,0,0
1898,3995,1,"Single","Female","White",26,0,1
1898,3996,0,"Single","Male","White",30,0,1
1898,3997,0,"Single","Male","White",2,0,0
1898,3998,0,"Single","Female","White",5,0,1
1899,3999,1,"Single","Male","White",34,0,1
1900,4000,1,"Single","Female","White",30,0,1
1901,4001,1,"Single","Female","White",33,1,1
1901,4002,0,"Single","Female","White",5,0,0
1902,4003,1,"Married","FEMALE","White",31,0,1
1902,4004,0,"Married","Male","White",25,1,0
1903,4005,1,"Married","Female","Asian",34,1,1
1903,4006,0,"Married","Male","White",27,0,1
1903,4007,0,"Single","Male","Asian",5,0,1
1904,4008,1,"Single","Female","Black",33,1,1
1904,4009,0,"Single","Male","Asian",33,0,1
1904,4010,0,"Single","Female","Black",7,0,1
1904,4011,0,"Single","Female","Black",5,0,0
1905,4012,1,"Single","Female","Asian",33,1,1
1905,4013,0,"Single","Male","White",34,0,1
1906,4014,1,"Single","Male","White",30,1,1
1907,4015,1,"Single","Male","White",32,1,0
1908,4016,1,"Single","Female","Asian",28,0,0
1908,4017,0,"Single","Male","White",26,0,1
1908,4018,0,"Single","Female","Asian",4,0,1
1908,4019,0,"Single","Female","Asian",2,0,1
1909,4020,1,"Single","Female","Asian",32,0,1
1909,4021,0,"Single","Male","White",34,0,1
1910,4022,1,"Single","Male","Black",27,1,0
1910,4023,0,"Single","Male","Black",6,0,1
1911,4024,1,"Single","Male","White",34,0,1
1912,4025,1,"Single","F","White",34,0,1
1913,4026,1,"Single","Male","Asian",26,0,1
1914,4027,1,"Single","Female","Asian",30,0,1
1914,4028,0,"Single","Male","White",27,0,1
1914,4029,0,"Single","Male","Asian",5,0,1
1915,4030,1,"Single","Female","White",31,1,1
1915,4031,0,"Single","Female","White",7,0,0
1916,4032,1,"Married","Female","Black",25,1,0
1916,4033,0,"Married","Male","Black",32,0,1
1917,4034,1,"Single","Female","White",25,0,1
1917,4035,0,"Single","Male","White",30,0,0
1917,4036,0,"Single","Female","White",3,0,1
1917,4037,0,"Single","Male","White",4,0,1
1918,4038,1,"Single","Female","Black",30,0,1
1918,4039,0,"Single","Male","White",33,0,1
1919,4040,1,"Married","Female","Black",33,1,1
1919,4041,0,"Married","Male","White",34,1,1
1919,4042,0,"Single","Female","Black",2,0,1
1919,4043,0,"Single","Female","Black",7,0,1
1920,4044,1,"Single","Male","Black",32,1,0
1921,4045,1,"Single","Female","White",32,1,1
1921,4046,0,"Single","Male","White",34,1,0
1921,4047,0,"Single","Female","White",5,0,0
1922,4048,1,"Married","Female","White",30,1,1
1922,4049,0,"Married","Male","White",34,0,0
1923,4050,1,"Single","Female","White",26,0,1
1923,4051,0,"Single","Male","White",31,1,1
1924,4052,1,"Married","Female","Asian",30,1,0
1924,4053,0,"Married","Male","White",34,0,0
1924,4054,0,"Single","Female","Asian",6,0,1
1925,4055,1,"Single","Male","White",25,1,1
1926,4056,1,"Married","Female","Black",33,0,1
1926,4057,0,"Married","Male","Asian",33,0,0
1926,4058,0,"Single","FEMALE","Black",2,0,1
1927,4059,1,"Single","Female","Black",29,1,0
1927,4060,0,"Single","Male","White",31,1,1
1927,4061,0,"Single","Female","Black",7,0,0
1928,4062,1,"Single","Female","White",31,1,0
1928,4063,0,"Single","Male","White",29,0,0
1929,4064,1,"Single","Male","White",34,1,1
1929,4065,0,"Single","Male","White",4,0,1
1930,4066,1,"Married","Female","White",33,0,0
1930,4067,0,"Married","Male","Black",32,0,1
1931,4068,1,"Single","Female","White",32,0,0
1931,4069,0,"Single","Female","White",6,0,1
1932,4070,1,"Single","Male","White",27,1,1
1933,4071,1,"Single","Female","Black",30,0,1
1933,4072,0,"Single","Male","White",32,0,0
1934,4073,1,"Single","Female","White",26,1,0
1935,4074,1,"Single","Male","White",25,1,0
1935,4075,0,"Single","Male","White",5,0,1
1936,4076,1,"Married","Female","Black",30,0,0
1936,4077,0,"Married","Male","White",30,0,1
1937,4078,1,"Single","Male","White",28,0,1
1938,4079,1,"Single","Male","Asian",30,1,1
1939,4080,1,"Single","Male","Asian",25,0,0
1939,4081,0,"Single","Male","Asian",5,0,1
1939,4082,0,"Single","Male","Asian",7,0,1
1940,4083,1,"Single","Female","White",32,0,0
1941,4084,1,"Single","Female","White",28,0,1
1941,4085,0,"Single","Male","White",26,0,1
1942,4086,1,"Married","Female","White",28,1,1
1942,4087,0,"Married","Male","White",33,1,1
1942,4088,0,"Single","F","White",7,0,1
1943,4089,1,"Single","Female","White",29,0,0
1943,4090,0,"Single","Male","White",31,0,1
1944,4091,1,"Single","Male","White",29,0,1
1945,4092,1,"Single","FEMALE","White",25,1,0
1945,4093,0,"Single","Male","White",26,1,1
1945,4094,0,"Single","Female","White",5,0,1
1946,4095,1,"Single","Male","White",27,0,1
1947,4096,1,"Single","MALE","White",27,0,1
1948,4097,1,"Married","F","Asian",31,0,0
1948,4098,0,"Married","Male","White",25,1,0
1949,4099,1,"Single","Male","White",33,1,1
1950,4100,1,"Single","Male","Asian",29,1,1
1951,4101,1,"Single","FEMALE","Asian",29,0,0
1951,4102,0,"Single","Male","White",32,0,1
1951,4103,0,"Single","Male","Asian",4,0,0
1951,4104,0,"Single","Female","Asian",2,0,0
1952,4105,1,"Single","Female","White",31,1,1
1952,4106,0,"Single","Male","Asian",28,1,0
1952,4107,0,"Single","Male","White",3,0,0
1953,4108,1,"Single","Female","White",30,1,1
1953,4109,0,"Single","Male","White",33,1,0
1954,4110,1,"Single","Male","Asian",27,1,0
1955,4111,1,"Single","F","Asian",26,0,0
1955,4112,0,"Single","Male","White",28,0,1
1956,4113,1,"Single","Female","White",27,1,1
1956,4114,0,"Single","Male","White",25,1,0
1957,4115,1,"Single","Female","White",34,1,0
1957,4116,0,"Single","Female","White",6,0,1
1958,4117,1,"Single","MALE","White",29,1,1
1959,4118,1,"Single","Male","White",34,0,1
1960,4119,1,"Married","Female","White",33,0,1
1960,4120,0,"Married","Male","White",34,1,1
1961,4121,1,"Single","Male","White",31,0,1
1962,4122,1,"Single","Female","Black",29,0,0
1962,4123,0,"Single","M","Black",33,0,1
1962,4124,0,"Single","Female","Black",7,0,1
1963,4125,1,"Single","Female","White",31,0,1
1963,4126,0,"Single","Male","White",30,0,1
1964,4127,1,"Single","Male","White",30,1,1
1965,4128,1,"Married","Female","Asian",34,0,1
1965,4129,0,"Married","MALE","Asian",28,0,1
1965,4130,0,"Single","Female","Asian",6,0,0
1966,4131,1,"Single","F","White",25,0,1
1966,4132,0,"Single","Male","White",32,1,1
1967,4133,1,"Married","Female","Asian",32,1,1
