hh_id,hh_income,is_urban,is_owner_of_home,tercile_of_census_tract_income
2149,41600,1,0,"Bottom"
2150,53100,1,0,"Middle"
2151,51900,1,0,"Top"
2152,59400,0,0,"Top"
2153,50400,1,0,"Middle"
2154,112200,1,0,"Middle"
2155,50300,1,0,"Top"
2156,104400,1,0,"Top"
2157,88800,1,1,"Top"
2158,84400,0,0,"Bottom"
2159,75200,1,1,"Top"
2160,50800,0,0,"Top"
2161,48100,0,0,"Top"
2162,44000,0,0,"Top"
2163,91800,1,0,"Top"
2164,101400,1,0,"Top"
2165,119200,0,0,"Bottom"
2166,53900,1,0,"Top"
2167,84000,0,0,"Top"
2168,53900,0,0,"Top"
2169,93200,1,0,"Middle"
2170,111400,0,0,"Bottom"
2171,87400,1,1,"Bottom"
2172,103000,1,1,"Middle"
2173,48000,1,0,"Middle"
2174,93400,1,1,"Bottom"
2175,103600,1,1,"Bottom"
2176,42500,0,0,"Middle"
2177,44500,0,0,"Top"
2178,46800,1,0,"Bottom"
2179,92000,1,1,"Top"
2180,98000,1,0,"Top"
2181,100600,0,1,"Top"
2182,99400,1,0,"Top"
2183,126600,1,1,"Top"
2184,89600,0,1,"Top"
2185,108800,0,1,"Top"
2186,104400,1,1,"Top"
2187,97000,0,0,"Top"
2188,91600,1,0,"Top"
2189,52200,0,0,"Top"
2190,57300,1,0,"Top"
2191,43500,1,0,"Top"
2192,98400,1,0,"Bottom"
2193,106400,1,1,"Bottom"
2194,105800,0,0,"Middle"
2195,91000,0,1,"Middle"
2196,92400,0,0,"Top"
2197,80000,0,1,"Top"
2198,110400,0,1,"Middle"
2199,88600,0,1,"Top"
2200,93000,0,1,"Top"
2201,103400,1,0,"Bottom"
2202,101000,1,1,"Top"
2203,43100,1,0,"Top"
2204,51400,1,0,"Top"
2205,56000,1,0,"Middle"
2206,81400,0,0,"Top"
2207,103000,1,0,"Top"
2208,49600,1,0,"Top"
2209,79400,1,1,"Top"
2210,95200,0,0,"Middle"
2211,96600,0,0,"Top"
2212,104200,1,0,"Top"
2213,100400,1,0,"Top"
2214,116000,0,0,"Top"
2215,52500,1,0,"Bottom"
2216,96800,1,0,"Top"
2217,104600,1,0,"Top"
2218,56700,1,0,"Top"
2219,94200,1,1,"Top"
2220,101200,0,0,"Top"
2221,46600,1,0,"Top"
2222,86400,1,1,"Top"
2223,100600,1,0,"Top"
2224,42800,1,0,"Top"
2225,48500,0,0,"Middle"
2226,95600,1,1,"Top"
2227,105400,1,0,"Middle"
2228,103000,0,0,"Top"
2229,50900,1,0,"Top"
2230,119200,1,1,"Top"
2231,123000,1,0,"Middle"
2232,120600,1,1,"Middle"
2233,87800,1,0,"Top"
2234,99600,1,0,"Middle"
2235,92200,1,0,"Top"
2236,107200,1,0,"Bottom"
2237,52200,1,0,"Middle"
2238,109400,1,0,"Top"
2239,115600,1,1,"Middle"
2240,45300,0,0,"Top"
2241,104400,0,0,"Middle"
2242,53400,1,0,"Top"
2243,50800,0,0,"Top"
2244,49700,0,0,"Middle"
2245,44800,1,0,"Top"
2246,99000,0,1,"Top"
2247,48900,1,0,"Middle"
2248,51700,1,0,"Top"
2249,49600,0,0,"Top"
2250,91400,1,1,"Middle"
2251,49100,0,0,"Top"
2252,107200,0,0,"Top"
2253,46400,1,0,"Top"
2254,98800,1,0,"Top"
2255,80800,0,0,"Middle"
2256,47500,1,0,"Top"
2257,111000,1,0,"Top"
2258,97400,1,0,"Middle"
2259,54100,0,0,"Middle"
2260,111200,1,1,"Top"
2261,51600,1,0,"Top"
2262,54700,1,0,"Middle"
2263,50600,1,0,"Middle"
2264,47700,0,0,"Top"
2265,44900,1,0,"Middle"
2266,40500,0,0,"Top"
2267,52200,1,0,"Top"
2268,88800,1,1,"Top"
2269,46100,0,0,"Top"
2270,91600,0,0,"Top"
2271,44000,1,0,"Top"
2272,48600,1,0,"Middle"
2273,82600,1,1,"Top"
2274,100400,0,0,"Top"
2275,101200,1,0,"Bottom"
2276,49800,0,0,"Middle"
2277,44700,0,0,"Top"
2278,99600,0,0,"Top"
2279,105800,1,1,"Top"
2280,44500,1,0,"Top"
2281,54200,1,0,"Bottom"
2282,48800,1,0,"Bottom"
2283,42600,1,0,"Middle"
2284,44000,1,0,"Top"
2285,45600,1,0,"Top"
2286,53300,0,0,"Middle"
2287,104600,1,0,"Bottom"
2288,56200,0,0,"Top"
2289,104400,1,1,"Bottom"
2290,53800,0,0,"Bottom"
2291,60800,1,0,"Middle"
2292,46000,1,0,"Middle"
2293,55900,1,0,"Top"
2294,55200,0,0,"Middle"
2295,96200,1,0,"Bottom"
2296,107400,1,1,"Middle"
2297,110000,0,0,"Top"
2298,52200,1,0,"Top"
2299,108400,0,1,"Middle"
2300,90000,0,0,"Top"
2301,114200,0,0,"Top"
2302,118800,1,1,"Top"
2303,99200,0,0,"Top"
2304,111000,0,0,"Top"
2305,89400,0,1,"Middle"
2306,98200,0,1,"Top"
2307,33700,1,0,"Bottom"
2308,48300,1,0,"Top"
2309,89200,1,0,"Top"
2310,85400,1,1,"Middle"
2311,99000,1,1,"Top"
2312,99200,0,1,"Top"
2313,91000,0,0,"Top"
2314,44200,1,0,"Top"
2315,50500,1,0,"Top"
2316,101200,1,0,"Bottom"
2317,93200,0,0,"Bottom"
2318,50400,0,0,"Top"
2319,43200,0,0,"Top"
2320,93000,0,1,"Top"
2321,42000,1,0,"Top"
2322,49200,1,0,"Bottom"
2323,52000,1,0,"Top"
2324,54000,1,0,"Middle"
2325,52000,0,0,"Top"
2326,51000,1,0,"Top"
2327,59400,1,0,"Bottom"
2328,45500,1,0,"Middle"
2329,117000,1,0,"Top"
2330,44400,1,0,"Top"
2331,100000,0,1,"Top"
2332,92600,1,1,"Top"
2333,48400,1,0,"Bottom"
2334,105200,1,0,"Top"
2335,47800,0,0,"Top"
2336,99000,1,0,"Top"
2337,98400,1,0,"Top"
2338,97400,1,0,"Middle"
2339,48500,1,0,"Middle"
2340,48200,1,0,"Bottom"
2341,51600,1,0,"Bottom"
2342,92600,0,0,"Middle"
2343,39300,0,0,"Middle"
2344,52000,0,0,"Bottom"
2345,50600,1,0,"Top"
2346,50200,1,0,"Middle"
2347,43500,1,0,"Top"
2348,112200,1,1,"Top"
2349,48400,1,0,"Middle"
2350,47900,1,0,"Top"
2351,54500,1,0,"Top"
2352,97800,0,1,"Bottom"
2353,98000,0,1,"Top"
2354,101400,0,1,"Top"
2355,112600,1,0,"Top"
2356,83200,0,1,"Bottom"
2357,96600,1,1,"Top"
2358,97200,1,1,"Top"
2359,111600,1,0,"Middle"
2360,47100,0,0,"Bottom"
2361,98200,0,1,"Top"
2362,91000,0,1,"Top"
2363,51700,1,0,"Middle"
2364,92800,0,0,"Bottom"
2365,93400,1,1,"Bottom"
2366,97800,0,0,"Middle"
2367,105200,1,1,"Top"
2368,93800,0,0,"Top"
2369,50100,0,0,"Top"
2370,108600,0,0,"Bottom"
2371,53600,1,0,"Top"
2372,48900,0,0,"Bottom"
2373,106400,0,0,"Top"
2374,48800,1,0,"Middle"
2375,52300,1,0,"Bottom"
2376,58900,1,0,"Middle"
2377,119400,1,0,"Top"
2378,86800,1,0,"Top"
2379,85800,0,0,"Top"
2380,98800,1,1,"Middle"
2381,109600,1,0,"Bottom"
2382,114200,0,1,"Top"
2383,117600,1,0,"Top"
2384,43100,1,0,"Top"
2385,100400,1,1,"Top"
2386,111400,0,0,"Middle"
2387,50600,1,0,"Top"
2388,51600,0,0,"Top"
2389,95200,0,1,"Bottom"
2390,93800,0,0,"Bottom"
2391,102800,1,0,"Middle"
2392,56600,0,0,"Bottom"
2393,48500,1,0,"Top"
2394,80000,1,0,"Bottom"
2395,52800,1,0,"Top"
2396,108800,1,0,"Top"
2397,107000,1,1,"Bottom"
2398,49800,0,0,"Bottom"
2399,47500,1,0,"Top"
2400,99200,1,0,"Top"
2401,100000,1,0,"Top"
2402,104200,1,0,"Top"
2403,44300,1,0,"Middle"
2404,48600,0,0,"Top"
2405,97400,1,1,"Top"
2406,92200,1,0,"Top"
2407,90200,0,1,"Top"
2408,114800,1,0,"Bottom"
2409,47000,1,0,"Top"
2410,86600,0,0,"Top"
2411,98400,1,1,"Bottom"
2412,42500,0,0,"Top"
2413,106200,0,0,"Middle"
2414,52400,1,0,"Top"
2415,49100,0,0,"Top"
2416,107800,1,1,"Middle"
2417,47800,1,0,"Top"
2418,107000,0,1,"Top"
2419,112200,1,1,"Top"
2420,94800,1,1,"Top"
2421,53500,1,0,"Top"
2422,100600,1,0,"Bottom"
2423,107400,0,1,"Middle"
2424,46800,1,0,"Top"
2425,101200,1,0,"Top"
2426,55100,0,0,"Top"
2427,48000,1,0,"Top"
2428,118800,1,0,"Bottom"
2429,95000,1,0,"Middle"
2430,48100,1,0,"Middle"
2431,105200,1,1,"Middle"
2432,109400,0,0,"Middle"
2433,98800,1,1,"Middle"
2434,88800,0,1,"Middle"
2435,105200,1,1,"Middle"
2436,111200,0,1,"Top"
2437,52200,0,0,"Top"
2438,92800,0,0,"Top"
2439,101400,0,0,"Top"
2440,45400,0,0,"Top"
2441,59800,1,0,"Top"
2442,99200,1,1,"Top"
2443,47500,0,0,"Top"
2444,54400,1,0,"Top"
2445,51000,0,0,"Top"
2446,49000,1,0,"Bottom"
2447,103200,1,0,"Top"
2448,87000,1,0,"Top"
2449,96200,1,1,"Middle"
2450,55600,0,0,"Middle"
2451,95600,1,0,"Top"
2452,60700,1,0,"Middle"
2453,99200,1,0,"Middle"
2454,55400,0,0,"Top"
2455,51200,1,0,"Middle"
2456,49900,0,0,"Middle"
2457,85400,0,1,"Top"
2458,94600,0,0,"Top"
2459,108000,1,0,"Top"
2460,86000,0,0,"Top"
2461,105800,0,1,"Top"
2462,49800,1,0,"Top"
2463,86800,1,0,"Top"
2464,94800,0,0,"Top"
2465,112000,1,0,"Top"
2466,112400,1,1,"Top"
2467,87600,1,1,"Top"
2468,117200,1,1,"Top"
2469,46800,1,0,"Top"
2470,112200,0,0,"Top"
2471,104000,0,1,"Top"
2472,50000,0,0,"Top"
2473,100200,0,1,"Top"
2474,95200,1,0,"Top"
2475,50500,1,0,"Top"
2476,109800,0,0,"Top"
2477,62600,0,0,"Top"
2478,52800,1,0,"Top"
2479,82200,0,0,"Top"
2480,120600,1,0,"Middle"
2481,106800,1,0,"Top"
2482,89800,1,0,"Top"
2483,111200,1,1,"Top"
2484,88400,1,1,"Top"
2485,104800,0,0,"Top"
2486,44600,1,0,"Top"
2487,49300,1,0,"Top"
2488,108600,0,1,"Top"
2489,124600,0,0,"Middle"
2490,53700,0,0,"Top"
2491,103600,1,1,"Top"
2492,116200,1,1,"Top"
2493,53500,0,0,"Top"
2494,118000,0,1,"Top"
2495,94000,1,1,"Top"
2496,50900,1,0,"Middle"
2497,51300,0,0,"Top"
2498,104400,0,0,"Top"
2499,104400,0,0,"Top"
2500,103400,0,0,"Top"
2501,94200,0,1,"Top"
2502,94200,1,0,"Top"
2503,96600,1,0,"Middle"
2504,105400,1,0,"Top"
2505,122200,1,0,"Bottom"
2506,52100,1,0,"Top"
2507,55100,1,0,"Top"
2508,90800,0,1,"Top"
2509,94000,0,1,"Bottom"
2510,96600,1,1,"Middle"
2511,102400,0,0,"Top"
2512,95000,0,1,"Top"
2513,54200,0,0,"Top"
2514,97800,1,1,"Top"
2515,112400,0,0,"Top"
2516,97400,0,0,"Top"
2517,49200,1,0,"Bottom"
2518,121200,0,0,"Middle"
2519,95400,0,1,"Top"
2520,98800,1,1,"Middle"
2521,89400,0,1,"Middle"
2522,100000,0,1,"Top"
2523,49600,0,0,"Top"
2524,103400,1,0,"Bottom"
2525,105600,1,0,"Top"
2526,58400,1,0,"Top"
2527,89400,1,1,"Middle"
2528,56700,0,0,"Bottom"
2529,85800,0,1,"Top"
2530,96800,0,0,"Top"
2531,110800,1,0,"Top"
2532,90600,1,0,"Middle"
2533,41600,1,0,"Bottom"
2534,107800,1,1,"Top"
2535,49000,0,0,"Top"
2536,97600,1,1,"Top"
2537,96000,0,1,"Top"
2538,45700,1,0,"Top"
2539,100800,1,0,"Top"
2540,111800,0,0,"Middle"
2541,56500,1,0,"Bottom"
2542,48200,1,0,"Top"
2543,115800,1,0,"Middle"
2544,106000,0,0,"Middle"
2545,109800,1,1,"Top"
2546,46300,1,0,"Top"
2547,46900,0,0,"Top"
2548,55500,1,0,"Top"
2549,119800,1,1,"Bottom"
2550,96400,1,0,"Top"
2551,86200,1,0,"Top"
2552,65000,1,0,"Top"
2553,57800,1,0,"Bottom"
2554,46600,0,0,"Top"
2555,100400,0,0,"Top"
2556,89200,1,1,"Bottom"
2557,92800,1,1,"Top"
2558,46500,0,0,"Top"
2559,49400,0,0,"Top"
2560,59100,0,0,"Middle"
2561,43800,0,0,"Top"
2562,108400,0,0,"Top"
2563,116800,1,0,"Middle"
2564,105800,1,0,"Bottom"
2565,101800,1,0,"Middle"
2566,50300,1,0,"Top"
2567,81600,1,0,"Top"
2568,94200,1,1,"Bottom"
2569,102600,0,0,"Top"
2570,96200,1,1,"Top"
2571,57400,1,0,"Top"
2572,52100,1,0,"Bottom"
2573,94400,1,0,"Middle"
2574,47700,1,0,"Bottom"
2575,51300,0,0,"Top"
2576,48200,0,0,"Top"
2577,100200,0,0,"Bottom"
2578,46300,1,0,"Middle"
2579,118800,0,0,"Bottom"
2580,99000,0,0,"Top"
2581,59400,1,0,"Top"
2582,93800,1,0,"Top"
2583,95800,1,0,"Top"
2584,93600,0,1,"Top"
2585,51800,1,0,"Bottom"
2586,99400,0,0,"Top"
2587,96000,0,1,"Middle"
2588,104600,1,1,"Middle"
2589,92000,1,1,"Top"
2590,52100,1,0,"Bottom"
2591,53800,1,0,"Bottom"
2592,104600,1,1,"Top"
2593,55200,0,0,"Top"
2594,103200,0,0,"Middle"
2595,44100,1,0,"Top"
2596,87800,0,1,"Middle"
2597,51200,0,0,"Bottom"
2598,127600,0,1,"Bottom"
2599,108400,1,1,"Middle"
2600,47200,1,0,"Top"
2601,106200,1,0,"Top"
2602,100200,1,1,"Bottom"
2603,99800,1,0,"Top"
2604,52000,1,0,"Top"
2605,45000,0,0,"Middle"
2606,53500,0,0,"Middle"
2607,100200,0,0,"Top"
2608,55600,0,0,"Middle"
2609,108200,0,1,"Top"
2610,43400,1,0,"Top"
2611,57800,1,0,"Top"
2612,47700,1,0,"Top"
2613,121200,0,0,"Top"
2614,95400,0,0,"Middle"
2615,111000,1,1,"Bottom"
2616,110800,0,0,"Middle"
2617,48300,1,0,"Middle"
2618,57300,0,0,"Middle"
2619,48900,1,0,"Top"
2620,50800,0,0,"Top"
2621,109800,1,0,"Top"
2622,48800,0,0,"Top"
2623,46700,1,0,"Top"
2624,51200,0,0,"Bottom"
2625,98400,0,0,"Top"
2626,81000,1,0,"Top"
2627,43300,0,0,"Top"
2628,43500,0,0,"Top"
2629,100400,0,0,"Top"
2630,49500,1,0,"Top"
2631,41900,1,0,"Top"
2632,108000,0,0,"Middle"
2633,45000,1,0,"Top"
2634,94200,1,0,"Middle"
2635,86400,0,1,"Top"
2636,102200,0,1,"Top"
2637,56900,1,0,"Top"
2638,40800,1,0,"Top"
2639,47800,1,0,"Top"
2640,111200,0,0,"Top"
2641,92200,0,1,"Top"
2642,111800,1,0,"Bottom"
2643,48100,1,0,"Top"
2644,82200,1,1,"Top"
2645,111000,0,1,"Top"
2646,56200,1,0,"Top"
2647,101400,0,0,"Top"
2648,98000,1,0,"Middle"
2649,51400,1,0,"Top"
2650,93600,1,0,"Middle"
2651,109400,1,1,"Middle"
2652,106600,1,1,"Top"
2653,100400,0,1,"Bottom"
2654,97000,0,0,"Top"
2655,58300,0,0,"Middle"
2656,50100,0,0,"Middle"
2657,55800,0,0,"Bottom"
2658,97600,0,0,"Bottom"
2659,54000,1,0,"Top"
2660,100800,0,0,"Bottom"
2661,54600,1,0,"Top"
2662,52100,0,0,"Top"
2663,102800,1,1,"Bottom"
2664,46000,0,0,"Middle"
2665,104000,0,1,"Bottom"
2666,50100,1,0,"Top"
2667,54000,1,0,"Top"
2668,101400,1,0,"Top"
2669,104400,0,0,"Bottom"
2670,114000,0,1,"Top"
2671,54400,1,0,"Bottom"
2672,52500,0,0,"Top"
2673,117400,0,0,"Bottom"
2674,94800,0,1,"Top"
2675,55700,0,0,"Middle"
2676,115200,1,1,"Top"
2677,91800,0,1,"Top"
2678,95600,1,1,"Top"
2679,93400,1,0,"Middle"
2680,86800,1,1,"Top"
2681,92400,1,1,"Top"
2682,54700,1,0,"Top"
2683,82000,1,0,"Top"
2684,91800,0,1,"Middle"
2685,103200,1,0,"Bottom"
2686,109000,0,1,"Bottom"
2687,119200,1,0,"Top"
2688,84000,1,1,"Middle"
2689,95400,0,1,"Top"
2690,90800,0,0,"Top"
2691,102400,1,1,"Bottom"
2692,45300,0,0,"Top"
2693,104600,1,0,"Top"
2694,56300,1,0,"Bottom"
2695,98200,1,0,"Middle"
2696,52200,0,0,"Top"
2697,100000,0,1,"Middle"
2698,51900,0,0,"Middle"
2699,115000,1,1,"Top"
2700,104400,1,0,"Top"
2701,76600,1,1,"Top"
2702,101400,1,1,"Top"
2703,110200,0,1,"Middle"
2704,90800,0,1,"Top"
2705,93000,1,1,"Top"
2706,50900,1,0,"Bottom"
2707,93200,0,1,"Top"
2708,105000,0,0,"Top"
2709,111200,1,1,"Top"
2710,44300,1,0,"Top"
2711,79600,0,0,"Top"
2712,101000,1,1,"Top"
2713,106800,1,1,"Middle"
2714,112800,1,1,"Top"
2715,57300,1,0,"Top"
2716,83200,0,0,"Middle"
2717,87200,1,0,"Bottom"
2718,46100,0,0,"Top"
2719,108000,0,0,"Top"
2720,50500,0,0,"Top"
2721,111600,1,0,"Top"
2722,99000,1,1,"Top"
2723,95000,1,0,"Top"
2724,102200,1,0,"Top"
2725,107800,1,1,"Top"
2726,94000,0,0,"Top"
2727,91200,0,0,"Top"
2728,44700,0,0,"Top"
2729,49800,0,0,"Top"
2730,101200,1,0,"Bottom"
2731,97800,1,1,"Middle"
2732,110200,0,0,"Top"
2733,54500,1,0,"Top"
2734,47700,1,0,"Top"
2735,45300,0,0,"Top"
2736,96400,1,0,"Top"
2737,46800,0,0,"Bottom"
2738,44900,1,0,"Top"
2739,44100,1,0,"Bottom"
2740,92200,1,0,"Bottom"
2741,87800,0,0,"Bottom"
2742,49000,0,0,"Top"
2743,99000,1,0,"Bottom"
2744,100800,1,1,"Middle"
2745,46800,0,0,"Top"
2746,48900,1,0,"Bottom"
2747,107000,1,1,"Top"
2748,58100,0,0,"Top"
2749,100800,1,1,"Bottom"
2750,91400,1,1,"Middle"
2751,51200,1,0,"Top"
2752,43100,0,0,"Top"
2753,103600,1,0,"Top"
2754,119400,0,1,"Top"
2755,51800,1,0,"Top"
2756,101200,1,1,"Top"
2757,108600,0,0,"Top"
2758,107200,1,0,"Top"
2759,112000,1,0,"Top"
2760,94600,1,0,"Top"
2761,57200,0,0,"Middle"
2762,102600,1,1,"Bottom"
2763,100400,1,1,"Bottom"
2764,82400,0,1,"Top"
2765,107400,1,0,"Middle"
2766,94400,1,0,"Bottom"
2767,100400,1,1,"Top"
2768,114000,1,1,"Bottom"
2769,47200,1,0,"Top"
2770,94400,0,0,"Top"
2771,47600,0,0,"Top"
2772,112400,0,0,"Top"
2773,101200,1,0,"Top"
2774,92000,0,1,"Top"
2775,52400,1,0,"Top"
2776,101800,1,1,"Top"
2777,104000,0,0,"Top"
2778,97600,1,0,"Top"
2779,100600,0,1,"Bottom"
2780,113000,1,0,"Bottom"
2781,50500,0,0,"Middle"
2782,106800,0,0,"Top"
2783,105600,0,1,"Top"
2784,89000,0,0,"Top"
2785,94400,0,1,"Top"
2786,122000,0,0,"Bottom"
2787,54600,1,0,"Middle"
2788,98200,1,1,"Top"
2789,102000,0,0,"Top"
2790,102600,0,0,"Top"
2791,54400,1,0,"Bottom"
2792,59100,1,0,"Top"
2793,44000,0,0,"Top"
2794,93200,0,0,"Top"
2795,41000,1,0,"Bottom"
2796,55300,1,0,"Bottom"
2797,107600,1,1,"Top"
2798,102600,0,0,"Top"
2799,44900,1,0,"Top"
2800,108400,1,1,"Top"
2801,90600,0,0,"Top"
2802,90200,0,0,"Top"
2803,105400,0,0,"Top"
2804,97200,1,1,"Top"
2805,54300,1,0,"Top"
2806,104800,1,0,"Middle"
2807,95000,0,0,"Top"
2808,114200,1,0,"Top"
2809,105600,1,0,"Top"
2810,95200,0,0,"Top"
2811,101400,0,1,"Top"
2812,100200,0,1,"Top"
2813,115800,1,0,"Bottom"
2814,77400,1,1,"Top"
2815,53300,0,0,"Top"
2816,87400,1,1,"Top"
2817,87400,0,1,"Middle"
2818,53800,0,0,"Top"
2819,112600,1,0,"Top"
2820,98400,1,1,"Top"
2821,38800,1,0,"Bottom"
2822,98800,1,1,"Top"
2823,95400,1,1,"Top"
2824,94200,0,1,"Top"
2825,71800,1,0,"Top"
2826,105200,1,0,"Middle"
2827,53800,1,0,"Middle"
2828,41400,1,0,"Bottom"
2829,52100,0,0,"Top"
2830,105600,1,1,"Bottom"
2831,106800,0,1,"Top"
2832,106400,0,1,"Middle"
2833,52700,0,0,"Middle"
2834,109400,1,1,"Top"
2835,101600,0,0,"Middle"
2836,108200,1,0,"Top"
2837,108400,0,1,"Top"
2838,104000,1,0,"Top"
2839,85400,1,1,"Top"
2840,53000,1,0,"Top"
2841,89200,0,0,"Top"
2842,49100,0,0,"Top"
2843,88000,1,0,"Top"
2844,98800,0,1,"Middle"
2845,99600,0,0,"Top"
2846,50300,0,0,"Top"
2847,43400,1,0,"Bottom"
2848,56400,0,0,"Bottom"
2849,98800,1,1,"Bottom"
2850,85600,0,0,"Top"
2851,50100,1,0,"Bottom"
2852,118600,1,1,"Top"
2853,108400,0,0,"Middle"
2854,91800,1,1,"Top"
2855,103200,1,0,"Middle"
2856,53500,1,0,"Top"
2857,98400,1,0,"Top"
2858,50400,0,0,"Top"
2859,94800,0,1,"Top"
2860,95400,1,0,"Bottom"
2861,95200,0,0,"Top"
2862,107400,1,0,"Top"
2863,96200,1,1,"Top"
2864,48000,1,0,"Top"
2865,93000,0,1,"Middle"
2866,81200,1,1,"Top"
2867,92400,0,1,"Top"
2868,102200,1,0,"Middle"
2869,86400,0,1,"Bottom"
2870,116200,0,0,"Top"
2871,61000,1,0,"Bottom"
2872,105200,0,0,"Top"
2873,99800,1,1,"Bottom"
2874,95200,1,1,"Middle"
2875,83400,0,1,"Top"
2876,75600,1,0,"Bottom"
2877,98400,0,0,"Bottom"
2878,49400,0,0,"Top"
2879,50400,1,0,"Top"
2880,64800,1,0,"Top"
2881,109600,1,1,"Top"
2882,111400,1,0,"Bottom"
2883,53500,0,0,"Bottom"
2884,51000,1,0,"Middle"
2885,103800,1,1,"Bottom"
2886,111800,1,0,"Middle"
2887,59200,1,0,"Top"
2888,50900,1,0,"Middle"
2889,101400,0,0,"Top"
2890,45100,1,0,"Middle"
2891,105000,1,0,"Middle"
2892,54100,0,0,"Middle"
2893,96200,0,0,"Middle"
2894,46700,0,0,"Top"
2895,93000,0,0,"Middle"
2896,54400,0,0,"Top"
2897,49200,1,0,"Bottom"
2898,39400,1,0,"Top"
2899,86800,1,1,"Top"
2900,100200,1,1,"Bottom"
2901,92600,0,0,"Top"
2902,105400,0,0,"Top"
2903,94400,0,1,"Middle"
2904,95000,0,0,"Middle"
2905,49400,1,0,"Bottom"
2906,55900,1,0,"Bottom"
2907,86200,0,0,"Middle"
2908,100400,0,0,"Top"
2909,79600,1,0,"Top"
2910,97800,0,0,"Top"
2911,49100,0,0,"Top"
2912,50400,1,0,"Top"
2913,43400,0,0,"Top"
2914,47900,0,0,"Middle"
2915,103400,1,1,"Top"
2916,85600,0,1,"Bottom"
2917,44300,1,0,"Middle"
2918,95200,0,0,"Top"
2919,101600,0,0,"Top"
2920,111400,0,0,"Top"
2921,108400,0,0,"Top"
2922,93400,1,0,"Middle"
2923,41000,1,0,"Top"
2924,48900,1,0,"Top"
2925,116600,0,0,"Middle"
2926,42100,0,0,"Top"
2927,56800,0,0,"Top"
2928,48800,0,0,"Top"
2929,54200,1,0,"Top"
2930,100800,1,1,"Top"
2931,44900,0,0,"Top"
2932,90800,1,0,"Top"
2933,49100,1,0,"Bottom"
2934,101600,0,1,"Middle"
2935,48500,1,0,"Top"
2936,59600,0,0,"Middle"
2937,52000,0,0,"Bottom"
2938,100400,1,0,"Top"
2939,49000,0,0,"Top"
2940,49800,1,0,"Bottom"
2941,50100,1,0,"Top"
2942,104200,1,0,"Top"
2943,111400,1,0,"Bottom"
2944,58200,1,0,"Top"
2945,107800,1,0,"Top"
2946,95400,1,0,"Top"
2947,103200,1,0,"Top"
2948,52400,0,0,"Middle"
2949,91600,0,1,"Bottom"
2950,83400,1,1,"Top"
2951,41600,1,0,"Top"
2952,90400,0,0,"Middle"
2953,88000,1,0,"Top"
2954,109800,0,0,"Top"
2955,97800,0,0,"Top"
2956,106400,1,1,"Top"
2957,97600,1,0,"Top"
2958,49000,0,0,"Bottom"
2959,53900,1,0,"Bottom"
2960,117800,0,0,"Top"
2961,118600,1,1,"Top"
2962,103400,0,0,"Top"
2963,52100,0,0,"Top"
2964,54000,0,0,"Middle"
2965,42200,0,0,"Bottom"
2966,101000,0,1,"Top"
2967,122600,0,0,"Top"
2968,97600,0,0,"Top"
2969,103200,1,0,"Top"
2970,96600,1,0,"Middle"
2971,46000,1,0,"Top"
2972,92000,0,1,"Top"
2973,45000,1,0,"Top"
2974,95600,1,0,"Top"
2975,101600,0,0,"Middle"
2976,117000,1,0,"Top"
2977,43400,0,0,"Top"
2978,48100,1,0,"Bottom"
2979,50700,1,0,"Top"
2980,98000,1,0,"Top"
2981,111800,0,0,"Top"
2982,108400,0,0,"Top"
2983,92400,0,1,"Middle"
2984,100600,0,1,"Top"
2985,101800,0,1,"Top"
2986,53300,0,0,"Top"
2987,122400,0,0,"Bottom"
2988,51200,0,0,"Top"
2989,53500,1,0,"Top"
2990,43900,1,0,"Middle"
2991,80800,0,0,"Bottom"
2992,48500,1,0,"Top"
2993,107200,1,0,"Top"
2994,89200,1,0,"Bottom"
2995,87600,0,1,"Top"
2996,54200,0,0,"Top"
2997,107600,1,1,"Top"
2998,100600,0,0,"Top"
2999,51400,0,0,"Top"
3000,106000,1,1,"Top"
3001,105400,0,0,"Top"
3002,56400,0,0,"Top"
3003,94800,1,1,"Middle"
3004,95800,0,0,"Top"
3005,104200,1,1,"Middle"
3006,93400,0,1,"Middle"
3007,110800,0,0,"Top"
3008,105000,1,1,"Top"
3009,94600,1,1,"Top"
3010,40100,1,0,"Top"
3011,113200,0,0,"Middle"
3012,41700,1,0,"Top"
3013,104600,1,1,"Bottom"
3014,114600,1,1,"Top"
3015,94200,0,0,"Top"
3016,123800,1,1,"Top"
3017,43300,1,0,"Top"
3018,40700,0,0,"Middle"
3019,92000,0,0,"Top"
3020,47600,1,0,"Top"
3021,56000,0,0,"Middle"
3022,49000,0,0,"Top"
3023,48000,0,0,"Middle"
3024,51700,1,0,"Top"
3025,51500,1,0,"Top"
3026,46900,0,0,"Top"
3027,106400,0,1,"Middle"
3028,92400,1,0,"Top"
3029,48100,1,0,"Top"
3030,97200,1,1,"Top"
3031,113000,1,1,"Top"
3032,99000,1,1,"Top"
3033,107000,1,0,"Top"
3034,108000,0,0,"Top"
3035,54100,1,0,"Middle"
3036,104600,0,1,"Top"
3037,84200,1,1,"Middle"
3038,89000,0,0,"Top"
3039,98400,1,0,"Bottom"
3040,96600,1,0,"Bottom"
3041,114200,1,0,"Top"
3042,104000,1,1,"Top"
3043,52300,0,0,"Top"
3044,42800,1,0,"Top"
3045,49400,0,0,"Top"
3046,92200,1,1,"Top"
3047,46800,0,0,"Top"
3048,97600,1,1,"Top"
